label,status,start_year,end_year,start_decade,country,types,alt_labels,wikidata_id,wikidata_url,official_website,commons_logo_filename,commons_logo_file_page,commons_logo_download_url,logo_thumb_url
De Vaux Continental,unknown,,,,United States,automobile manufacturer,,Q16989251,http://www.wikidata.org/entity/Q16989251,,,,,
Deep Sanderson,unknown,,,,,automobile manufacturer,,Q1182396,http://www.wikidata.org/entity/Q1182396,,,,,
Defy-All,unknown,,,,United Kingdom,motorcycle manufacturer;automobile manufacturer,,Q1841955,http://www.wikidata.org/entity/Q1841955,,,,,
Dehler vehicles,unknown,,,,Germany,automobile manufacturer,,Q1182989,http://www.wikidata.org/entity/Q1182989,,,,,
Delamare-Deboutteville,unknown,,,,France,automobile manufacturer,,Q28600783,http://www.wikidata.org/entity/Q28600783,,,,,
Delta Veicoli Speciali,unknown,,,,,automobile manufacturer,,Q65117745,http://www.wikidata.org/entity/Q65117745,,,,,
Den Held,unknown,,,,,automobile manufacturer,,Q1186760,http://www.wikidata.org/entity/Q1186760,,,,,
Detroit,unknown,,,,United States,automobile manufacturer,,Q5265839,http://www.wikidata.org/entity/Q5265839,,,,,
Detroit-Oxford,unknown,,,,United States,automobile manufacturer,,Q5265831,http://www.wikidata.org/entity/Q5265831,,,,,
Devaux Coupe,unknown,,,,,automobile manufacturer,,Q1206653,http://www.wikidata.org/entity/Q1206653,,,,,
Devin Cars,unknown,,,,,automobile manufacturer,,Q1206891,http://www.wikidata.org/entity/Q1206891,,Emblem Devin.JPG,https://commons.wikimedia.org/wiki/File:Emblem_Devin.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/Emblem_Devin.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/Emblem_Devin.JPG?width=128
Dewcar,unknown,,,,,automobile manufacturer,,Q1153059,http://www.wikidata.org/entity/Q1153059,,,,,
Diatto-Clément,unknown,,,,,automobile manufacturer,Diatto-Clement,Q5272155,http://www.wikidata.org/entity/Q5272155,,,,,
Diavolino vehicles,unknown,,,,,automobile manufacturer,,Q1209228,http://www.wikidata.org/entity/Q1209228,,,,,
Dile,unknown,,,,United States,automobile manufacturer,,Q5276729,http://www.wikidata.org/entity/Q5276729,,,,,
Dixie Flyer,unknown,,,,,automobile manufacturer,,Q1231689,http://www.wikidata.org/entity/Q1231689,,,,,
Dnepr,defunct,,2011,,,automobile manufacturer;motorcycle manufacturer,,Q1232934,http://www.wikidata.org/entity/Q1232934,http://www.kmz.com.ua/,Kmz logoUA.jpg,https://commons.wikimedia.org/wiki/File:Kmz_logoUA.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Kmz_logoUA.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Kmz_logoUA.jpg?width=128
Dongfeng Passenger Vehicles,unknown,,,,People's Republic of China,automobile manufacturer,,Q123669612,http://www.wikidata.org/entity/Q123669612,https://www.dfpv.com.cn/,,,,
Dormandy,unknown,,,,,automobile manufacturer,,Q47004483,http://www.wikidata.org/entity/Q47004483,,,,,
Dorset Motor Services,defunct,,1993,,United Kingdom,automobile manufacturer,,Q22671535,http://www.wikidata.org/entity/Q22671535,,,,,
Driggs,unknown,,,,United States,automobile manufacturer,,Q5307515,http://www.wikidata.org/entity/Q5307515,,,,,
Dual-Ghia,unknown,,,,United States,automobile manufacturer,,Q1262545,http://www.wikidata.org/entity/Q1262545,,,,,
Ducati Scrambler,unknown,,,,Italy,automobile manufacturer;motorcycle manufacturer,,Q3715856,http://www.wikidata.org/entity/Q3715856,https://scramblerducati.com/,,,,
Dudly Bug,unknown,,,,United States,automobile manufacturer,,Q1263781,http://www.wikidata.org/entity/Q1263781,,,,,
Duesenberg II,unknown,,,,,automobile manufacturer,,Q31837276,http://www.wikidata.org/entity/Q31837276,,,,,
Duplex,unknown,,,,,automobile manufacturer,,Q1266512,http://www.wikidata.org/entity/Q1266512,,,,,
Duplex Motor Engineering,unknown,,,,,automobile manufacturer,,Q1266513,http://www.wikidata.org/entity/Q1266513,,,,,
Duss,unknown,,,,Switzerland,motorcycle manufacturer;automobile manufacturer,,Q2786702,http://www.wikidata.org/entity/Q2786702,,,,,
E-Volution Jetflyer,unknown,,,,Austria,automobile manufacturer,,Q1273326,http://www.wikidata.org/entity/Q1273326,http://evolution-gmbh.com,,,,
E. B. Replicar vehicles,defunct,,1980,,,automobile manufacturer,,Q1273452,http://www.wikidata.org/entity/Q1273452,,,,,
E.I.M. vehicles,unknown,,,,,automobile manufacturer,,Q1278188,http://www.wikidata.org/entity/Q1278188,,,,,
Eckl,unknown,,,,Germany,motorcycle manufacturer,,Q1934851,http://www.wikidata.org/entity/Q1934851,,,,,
EcoCraft Automotive,unknown,,,,,automobile manufacturer,,Q1281995,http://www.wikidata.org/entity/Q1281995,,,,,
Economic Motors,defunct,,1922,,United Kingdom,automobile manufacturer;motorcycle manufacturer,,Q1282091,http://www.wikidata.org/entity/Q1282091,,,,,
Econoom,unknown,,,,,automobile manufacturer,,Q5333839,http://www.wikidata.org/entity/Q5333839,,,,,
Ecosse,unknown,,,,,automobile manufacturer,,Q1282155,http://www.wikidata.org/entity/Q1282155,,,,,
Edelsbrunner Automobile München,unknown,,,,Germany,automobile manufacturer,,Q1283357,http://www.wikidata.org/entity/Q1283357,,EAM Emblem.jpg,https://commons.wikimedia.org/wiki/File:EAM_Emblem.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/EAM_Emblem.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/EAM_Emblem.jpg?width=128
Edford,unknown,,,,,automobile manufacturer,,Q1283715,http://www.wikidata.org/entity/Q1283715,,,,,
Edismith,unknown,,,,,automobile manufacturer,,Q5338345,http://www.wikidata.org/entity/Q5338345,,,,,
Ehrhardt,unknown,,,,,automobile manufacturer,,Q5348618,http://www.wikidata.org/entity/Q5348618,,,,,
Ekstromer,unknown,,,,,automobile manufacturer,,Q5350598,http://www.wikidata.org/entity/Q5350598,,,,,
Elder,unknown,,,,,automobile manufacturer,,Q3721215,http://www.wikidata.org/entity/Q3721215,,,,,
Electra,unknown,,,,,automobile manufacturer,,Q1325810,http://www.wikidata.org/entity/Q1325810,,,,,
Electric Car Corporation,unknown,,,,United Kingdom,automobile manufacturer,,Q5357324,http://www.wikidata.org/entity/Q5357324,,,,,
Electric Carriage & Wagon Company,unknown,,,,,automobile manufacturer,E.C.W.C.,Q16831192,http://www.wikidata.org/entity/Q16831192,,,,,
ElectroMobility Poland,unknown,,,,Poland,automobile manufacturer,,Q99361591,http://www.wikidata.org/entity/Q99361591,https://electromobilitypoland.pl/en/home-2/,,,,
Elisar vehicles,unknown,,,,,automobile manufacturer,,Q1330601,http://www.wikidata.org/entity/Q1330601,,,,,
Elysee,unknown,,,,United Kingdom,automobile manufacturer,,Q22671561,http://www.wikidata.org/entity/Q22671561,,,,,
Embo S.p.A.,unknown,,,,,automobile manufacturer,,Q1335030,http://www.wikidata.org/entity/Q1335030,,,,,
Enders,unknown,,,,,automobile manufacturer,,Q5376075,http://www.wikidata.org/entity/Q5376075,,,,,
English Mechanic vehicles,unknown,,,,,automobile manufacturer,,Q1342825,http://www.wikidata.org/entity/Q1342825,,,,,
Ensinger,defunct,,1954,,Germany,automobile manufacturer,,Q1344333,http://www.wikidata.org/entity/Q1344333,,,,,
Ernst-MAG,unknown,,,,Germany,automobile manufacturer;motorcycle manufacturer,,Q1876897,http://www.wikidata.org/entity/Q1876897,,,,,
Eurosport,unknown,,,,United Kingdom,automobile manufacturer,,Q22671575,http://www.wikidata.org/entity/Q22671575,,,,,
Fahrzeugfabrik Kannenberg,unknown,,,,Germany,automobile manufacturer;motorcycle manufacturer,FAKA,Q1392822,http://www.wikidata.org/entity/Q1392822,,,,,
Fairthorpe Cars,unknown,,,,,automobile manufacturer,,Q1393391,http://www.wikidata.org/entity/Q1393391,,,,,
Fal-Car,unknown,,,,,automobile manufacturer,,Q1393859,http://www.wikidata.org/entity/Q1393859,,,,,
Falcon,unknown,,,,United Kingdom,automobile manufacturer,,Q22691838,http://www.wikidata.org/entity/Q22691838,,,,,
Falcon vehicles,unknown,,,,,automobile manufacturer,,Q1393969,http://www.wikidata.org/entity/Q1393969,,,,,
FASA-Renault,unknown,,,,Spain,automobile manufacturer,,Q1390713,http://www.wikidata.org/entity/Q1390713,,,,,
Faulkner-Blanchard,unknown,,,,United States,automobile manufacturer,,Q5438116,http://www.wikidata.org/entity/Q5438116,,,,,
Favourite,unknown,,,,Australia,automobile manufacturer;motorcycle manufacturer,,Q1942273,http://www.wikidata.org/entity/Q1942273,,,,,
FAW Oley,unknown,,,,,automobile manufacturer,,Q22671890,http://www.wikidata.org/entity/Q22671890,https://web.archive.org/web/20161222201628/http://faw-car.com/en/oley/,,,,
FD vehicles,unknown,,,,United Kingdom,automobile manufacturer,,Q16857799,http://www.wikidata.org/entity/Q16857799,,,,,
Fejes,unknown,,,,,automobile manufacturer,,Q1402161,http://www.wikidata.org/entity/Q1402161,,,,,
Felber vehicles,unknown,,,,,automobile manufacturer,,Q1402206,http://www.wikidata.org/entity/Q1402206,,,,,
Fellpoint,unknown,,,,United Kingdom,automobile manufacturer,,Q22671590,http://www.wikidata.org/entity/Q22671590,,,,,
Fenton vehicles,unknown,,,,,automobile manufacturer,,Q1404918,http://www.wikidata.org/entity/Q1404918,,,,,
Fiat (New Zealand) vehicles,unknown,,,,,automobile manufacturer,,Q22672110,http://www.wikidata.org/entity/Q22672110,,,,,
Fletcher Boats,unknown,,,,United Kingdom,automobile manufacturer,,Q22671600,http://www.wikidata.org/entity/Q22671600,http://www.fletcher-boats.co.uk,,,,
Flint Automobile Company,unknown,,,,,automobile manufacturer,,Q71207419,http://www.wikidata.org/entity/Q71207419,,Sloan Museum July 2018 15 (1902 Flint Roadster).jpg,https://commons.wikimedia.org/wiki/File:Sloan_Museum_July_2018_15_%281902_Flint_Roadster%29.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Sloan_Museum_July_2018_15_%281902_Flint_Roadster%29.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Sloan_Museum_July_2018_15_%281902_Flint_Roadster%29.jpg?width=128
Fongri,unknown,,,,,automobile manufacturer;motorcycle manufacturer,,Q263312,http://www.wikidata.org/entity/Q263312,,,,,
Ford Ireland,unknown,,,,,automobile manufacturer,Henry Ford & Son Ltd,Q80900668,http://www.wikidata.org/entity/Q80900668,https://www.ford.ie/,Ford logo flat.svg,https://commons.wikimedia.org/wiki/File:Ford_logo_flat.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Ford_logo_flat.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Ford_logo_flat.svg?width=128
Fossum,unknown,,,,Norway,automobile manufacturer,,Q1439446,http://www.wikidata.org/entity/Q1439446,,,,,
Fram vehicles,unknown,,,,,automobile manufacturer,,Q1440623,http://www.wikidata.org/entity/Q1440623,,,,,
Fred W. Baker’s Stourbridge Motor and Carriage Works,unknown,,,,United Kingdom,automobile manufacturer,,Q16831433,http://www.wikidata.org/entity/Q16831433,,,,,
Fredcar vehicles,unknown,,,,,automobile manufacturer,,Q59767671,http://www.wikidata.org/entity/Q59767671,,,,,
Freestyle vehicles,unknown,,,,,automobile manufacturer,,Q22671608,http://www.wikidata.org/entity/Q22671608,,,,,
FTF Trucks,unknown,,,,Netherlands,automobile manufacturer,,Q1429185,http://www.wikidata.org/entity/Q1429185,,,,,
Fuller Buggy Company,unknown,,,,,automobile manufacturer,,Q1473750,http://www.wikidata.org/entity/Q1473750,,,,,
G. A. Brittain,defunct,,1966,,,automobile manufacturer,,Q80900608,http://www.wikidata.org/entity/Q80900608,,,,,
G. F. Milnes & Company,unknown,,,,United Kingdom,automobile manufacturer,,Q16831500,http://www.wikidata.org/entity/Q16831500,,,,,
GAC Gonow Automobile,unknown,,,,,automobile manufacturer,,Q96097391,http://www.wikidata.org/entity/Q96097391,,,,,
Gadabout,unknown,,,,,automobile manufacturer,,Q1490792,http://www.wikidata.org/entity/Q1490792,,,,,
Garden gate frame,unknown,,,,United Kingdom,motorcycle manufacturer,,Q2208371,http://www.wikidata.org/entity/Q2208371,,,,,
Gasi Motorradwagen Gesellschaft mbH,unknown,,,,Weimar Republic,automobile manufacturer,,Q1495144,http://www.wikidata.org/entity/Q1495144,,,,,
Gatter Autowerk Reichstadt,unknown,,,,,automobile manufacturer,,Q3683231,http://www.wikidata.org/entity/Q3683231,,,,,
Gaylord Cars,unknown,,,,,automobile manufacturer,,Q1496581,http://www.wikidata.org/entity/Q1496581,,,,,
Gecko,unknown,,,,United Kingdom,automobile manufacturer,,Q22671625,http://www.wikidata.org/entity/Q22671625,,,,,
Geering,unknown,,,,,automobile manufacturer,,Q1497705,http://www.wikidata.org/entity/Q1497705,,,,,
Gendron & Michelot,defunct,,1928,,,automobile manufacturer,G.M. automobiles;Gendron & Cie,Q1320969,http://www.wikidata.org/entity/Q1320969,,,,,
General Motors OBB,unknown,,,,Ecuador,automobile manufacturer,General Motors Ecuador,Q16571023,http://www.wikidata.org/entity/Q16571023,http://www.gmobb.ec/,,,,
George White Buggy Company,unknown,,,,,automobile manufacturer,,Q15811846,http://www.wikidata.org/entity/Q15811846,,,,,
Gianca,unknown,,,,Italy,motorcycle manufacturer;automobile manufacturer,,Q1856189,http://www.wikidata.org/entity/Q1856189,,,,,
Gibbs,unknown,,,,United States,automobile manufacturer,,Q1522876,http://www.wikidata.org/entity/Q1522876,,,,,
Giocattolo,unknown,,,,,automobile manufacturer,,Q1525230,http://www.wikidata.org/entity/Q1525230,,,,,
Girard Eugène & Fils,unknown,,,,France,automobile manufacturer,,Q134540397,http://www.wikidata.org/entity/Q134540397,,,,,
Gitane,unknown,,,,,automobile manufacturer,,Q1309965,http://www.wikidata.org/entity/Q1309965,,,,,
Glasspar,unknown,,,,United States,automobile manufacturer,,Q5567184,http://www.wikidata.org/entity/Q5567184,,,,,
Global Group,unknown,,,,,automobile manufacturer,,Q56426170,http://www.wikidata.org/entity/Q56426170,https://globalgroup-dz.com/,,,,
Glöckler-Porsche,unknown,,,,,automobile manufacturer,,Q1532685,http://www.wikidata.org/entity/Q1532685,,,,,
Gordon,unknown,,,,,automobile manufacturer,,Q1537958,http://www.wikidata.org/entity/Q1537958,,,,,
Gorman Brothers,defunct,,1937,,,automobile manufacturer,,Q80901341,http://www.wikidata.org/entity/Q80901341,,,,,
Graham Equipment Company,defunct,,1899,,,automobile manufacturer,,Q50864786,http://www.wikidata.org/entity/Q50864786,,,,,
Great Eagle,defunct,,1915,,United States,automobile manufacturer,,Q5599085,http://www.wikidata.org/entity/Q5599085,,,,,
Grewe & Schulte-Derne vehicles,unknown,,,,,automobile manufacturer,,Q1546128,http://www.wikidata.org/entity/Q1546128,,,,,
Greyhound vehicles,unknown,,,,,automobile manufacturer,,Q1546182,http://www.wikidata.org/entity/Q1546182,,,,,
Griffin,unknown,,,,United Kingdom,automobile manufacturer,,Q22671644,http://www.wikidata.org/entity/Q22671644,,,,,
Grivel,unknown,,,,France,automobile manufacturer,,Q5609743,http://www.wikidata.org/entity/Q5609743,,,,,
GS Cars,unknown,,,,United Kingdom,automobile manufacturer,,Q22671649,http://www.wikidata.org/entity/Q22671649,,,,,
GTD vehicles,unknown,,,,,automobile manufacturer,,Q22671651,http://www.wikidata.org/entity/Q22671651,,,,,
Guitolar,unknown,,,,Uruguay,automobile manufacturer,,Q27889632,http://www.wikidata.org/entity/Q27889632,,,,,
GWK,unknown,,,,,automobile manufacturer,,Q1484220,http://www.wikidata.org/entity/Q1484220,,,,,
Gyroscope,unknown,,,,United States,automobile manufacturer,,Q5625517,http://www.wikidata.org/entity/Q5625517,,,,,
H.C. Gijsbertsen,unknown,,,,Netherlands,automobile manufacturer,,Q110076967,http://www.wikidata.org/entity/Q110076967,,,,,
Hackney,unknown,,,,United States,automobile manufacturer,,Q5637338,http://www.wikidata.org/entity/Q5637338,,,,,
Hakuyosha Company,unknown,,,,,automobile manufacturer,,Q97220826,http://www.wikidata.org/entity/Q97220826,,,,,
Hall & Martin,unknown,,,,United Kingdom,automobile manufacturer,,Q16831717,http://www.wikidata.org/entity/Q16831717,,,,,
Hallamshire,unknown,,,,,automobile manufacturer,,Q1571360,http://www.wikidata.org/entity/Q1571360,,,,,
Hamilton,unknown,,,,United Kingdom,motorcycle manufacturer;automobile manufacturer,,Q1868180,http://www.wikidata.org/entity/Q1868180,,,,,
Hanover,unknown,,,,,automobile manufacturer,Hanover Motor Car Company,Q1576672,http://www.wikidata.org/entity/Q1576672,,,,,
Harper,unknown,,,,United Kingdom,motorcycle manufacturer,,Q1917510,http://www.wikidata.org/entity/Q1917510,,,,,
Hartmann coachwork,unknown,,,,Switzerland,automobile manufacturer,,Q124463772,http://www.wikidata.org/entity/Q124463772,,,,,
Hartnett vehicles,unknown,,,,,automobile manufacturer,,Q22671672,http://www.wikidata.org/entity/Q22671672,,,,,
HDS,unknown,,,,United Kingdom,automobile manufacturer,,Q22671675,http://www.wikidata.org/entity/Q22671675,,,,,
Heibao,unknown,,,,People's Republic of China,automobile manufacturer,Heibao Auto,Q1669078,http://www.wikidata.org/entity/Q1669078,http://www.heibao.com,,,,
Hennessy’s,defunct,,1964,,,automobile manufacturer,,Q80900652,http://www.wikidata.org/entity/Q80900652,,,,,
Henry Binder coachbuilder,defunct,,1951,,France,automobile manufacturer,,Q116460121,http://www.wikidata.org/entity/Q116460121,,,,,
Henry-Dubray,unknown,,,,,automobile manufacturer,,Q5716911,http://www.wikidata.org/entity/Q5716911,,,,,
Hercules,unknown,,,,,automobile manufacturer,,Q1609604,http://www.wikidata.org/entity/Q1609604,,,,,
Hermann Hoffschulte,unknown,,,,Germany,automobile manufacturer,,Q109940256,http://www.wikidata.org/entity/Q109940256,,,,,
Herstschmann,unknown,,,,United Kingdom,motorcycle manufacturer;automobile manufacturer,,Q1823272,http://www.wikidata.org/entity/Q1823272,,,,,
Hi-Tech Automotive,unknown,,,,South Africa,automobile manufacturer,,Q16995321,http://www.wikidata.org/entity/Q16995321,,,,,
Hill & Stanier,unknown,,,,,automobile manufacturer,,Q1618641,http://www.wikidata.org/entity/Q1618641,,,,,
Hilton Pacey Motors,unknown,,,,,automobile manufacturer,,Q13359067,http://www.wikidata.org/entity/Q13359067,,,,,
Hoffman,unknown,,,,United States,automobile manufacturer,,Q5876582,http://www.wikidata.org/entity/Q5876582,,,,,
Hollier,unknown,,,,United States,automobile manufacturer,,Q1275711,http://www.wikidata.org/entity/Q1275711,,,,,
Honda Cub F,unknown,,,,,automobile manufacturer;motorcycle manufacturer,,Q5892413,http://www.wikidata.org/entity/Q5892413,,,,,
Honda Novio,unknown,,,,,automobile manufacturer;motorcycle manufacturer,,Q1844033,http://www.wikidata.org/entity/Q1844033,,,,,
Hooper,unknown,,,,United Kingdom,automobile manufacturer,Hooper & Co,Q1627458,http://www.wikidata.org/entity/Q1627458,,,,,
Hotchkiss,unknown,,,,,automobile manufacturer,,Q17079025,http://www.wikidata.org/entity/Q17079025,,,,,
Hupp-Yeats Electric Car Company,unknown,,,,United States,automobile manufacturer,,Q132541901,http://www.wikidata.org/entity/Q132541901,,,,,
Huzhou Daixi Zhenhua Corporation,unknown,,,,,automobile manufacturer;motorcycle manufacturer,,Q1846476,http://www.wikidata.org/entity/Q1846476,,,,,
Hédéa,unknown,,,,,automobile manufacturer,Hedea,Q5964132,http://www.wikidata.org/entity/Q5964132,,,,,
IAME Rastrojero,unknown,,,,Argentina,automobile manufacturer,,Q2132203,http://www.wikidata.org/entity/Q2132203,,,,,
Ilinga,unknown,,,,,automobile manufacturer,,Q17051713,http://www.wikidata.org/entity/Q17051713,,,,,
Imp vehicles,unknown,,,,,automobile manufacturer,,Q1554503,http://www.wikidata.org/entity/Q1554503,,,,,
Imperial,unknown,,,,,automobile manufacturer,,Q1660283,http://www.wikidata.org/entity/Q1660283,,,,,
Intercamp,unknown,,,,German Democratic Republic,automobile manufacturer,,Q1665916,http://www.wikidata.org/entity/Q1665916,,,,,
International Motor Products,unknown,,,,,automobile manufacturer,,Q1666768,http://www.wikidata.org/entity/Q1666768,,,,,
Irish Exporters & Importers,defunct,,1937,,,automobile manufacturer,,Q80900711,http://www.wikidata.org/entity/Q80900711,,,,,
Italcar,unknown,,,,,automobile manufacturer,,Q3804070,http://www.wikidata.org/entity/Q3804070,http://www.italcar.com/,,,,
IVM,defunct,,2002,,Germany,motorcycle manufacturer;automobile manufacturer,,Q3385187,http://www.wikidata.org/entity/Q3385187,,,,,
Izuogu Z-600,unknown,,,,,automobile manufacturer,,Q2603855,http://www.wikidata.org/entity/Q2603855,,,,,
J.Lavocat & P.Marsaud,unknown,,,,France,automobile manufacturer,,Q116868770,http://www.wikidata.org/entity/Q116868770,,,,,
Jacer,unknown,,,,Australia,automobile manufacturer,,Q96383964,http://www.wikidata.org/entity/Q96383964,,,,,
Jacquot vehicles,unknown,,,,,automobile manufacturer,,Q1678157,http://www.wikidata.org/entity/Q1678157,,,,,
James Boothby Motors,unknown,,,,United Kingdom,automobile manufacturer,,Q1680055,http://www.wikidata.org/entity/Q1680055,,,,,
James Robertson,unknown,,,,,automobile manufacturer,,Q1681049,http://www.wikidata.org/entity/Q1681049,,,,,
"James, Talbot & Davison",unknown,,,,United Kingdom,automobile manufacturer,,Q16832193,http://www.wikidata.org/entity/Q16832193,,,,,
JBS vehicles,unknown,,,,,automobile manufacturer,,Q1676269,http://www.wikidata.org/entity/Q1676269,,,,,
Jeanperrin vehicles,defunct,,1910,,,automobile manufacturer,,Q1566899,http://www.wikidata.org/entity/Q1566899,,,,,
Jeff Perry Conversions,unknown,,,,United Kingdom,automobile manufacturer,,Q22671723,http://www.wikidata.org/entity/Q22671723,,,,,
Jewel,unknown,,,,,automobile manufacturer,,Q1582060,http://www.wikidata.org/entity/Q1582060,,,,,
Jiangnan vehicles,unknown,,,,,automobile manufacturer,,Q197145,http://www.wikidata.org/entity/Q197145,,,,,
Jimini vehicles,unknown,,,,,automobile manufacturer,,Q22671728,http://www.wikidata.org/entity/Q22671728,,,,,
JMC Yusheng,unknown,,,,,automobile manufacturer,,Q25055059,http://www.wikidata.org/entity/Q25055059,http://suv.jmc.com.cn/,,,,
John Fitch & Co.,unknown,,,,,automobile manufacturer,,Q1700071,http://www.wikidata.org/entity/Q1700071,,,,,
John Tavendale,unknown,,,,,automobile manufacturer,,Q16832288,http://www.wikidata.org/entity/Q16832288,,,,,
Jones freres,unknown,,,,Belgium,automobile manufacturer,,Q109938084,http://www.wikidata.org/entity/Q109938084,,,,,
Joubert Miles,unknown,,,,United Kingdom,automobile manufacturer,,Q16832306,http://www.wikidata.org/entity/Q16832306,,,,,
JPL,unknown,,,,United States,automobile manufacturer,,Q1676672,http://www.wikidata.org/entity/Q1676672,,,,,
Juho,unknown,,,,Germany,automobile manufacturer;motorcycle manufacturer,,Q872782,http://www.wikidata.org/entity/Q872782,,,,,
Junak,unknown,,,,,automobile manufacturer;motorcycle manufacturer,,Q1459130,http://www.wikidata.org/entity/Q1459130,,,,,
JuneYao Auto,unknown,,,,,automobile manufacturer,,Q134581645,http://www.wikidata.org/entity/Q134581645,,,,,
Karosseriewerke Otto Kühn,defunct,,1945,,,automobile manufacturer,,Q1734297,http://www.wikidata.org/entity/Q1734297,,,,,
Kawasaki Automatic Compression Release,unknown,,,,,automobile manufacturer;motorcycle manufacturer,,Q5195562,http://www.wikidata.org/entity/Q5195562,,,,,
Keller,unknown,,,,,automobile manufacturer,,Q1738218,http://www.wikidata.org/entity/Q1738218,,,,,
Kelly,unknown,,,,United Kingdom,motorcycle manufacturer;automobile manufacturer,,Q1848364,http://www.wikidata.org/entity/Q1848364,,,,,
Kelmark Engineering,unknown,,,,,automobile manufacturer,,Q1738331,http://www.wikidata.org/entity/Q1738331,,,,,
Kenilworth,unknown,,,,United Kingdom,motorcycle manufacturer;automobile manufacturer,,Q1873638,http://www.wikidata.org/entity/Q1873638,,,,,
Kennedy-Skipton & Co.,unknown,,,,United Kingdom,automobile manufacturer,,Q1738789,http://www.wikidata.org/entity/Q1738789,,,,,
Keohwa,unknown,,,,,automobile manufacturer,,Q97360074,http://www.wikidata.org/entity/Q97360074,,,,,
Kieft Cars,unknown,,,,United Kingdom,automobile manufacturer,,Q1740925,http://www.wikidata.org/entity/Q1740925,,,,,
Kilo,unknown,,,,United Kingdom,automobile manufacturer,,Q22671751,http://www.wikidata.org/entity/Q22671751,,,,,
King,unknown,,,,United States,automobile manufacturer,,Q16998401,http://www.wikidata.org/entity/Q16998401,,King Motor Company Logo.jpg,https://commons.wikimedia.org/wiki/File:King_Motor_Company_Logo.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/King_Motor_Company_Logo.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/King_Motor_Company_Logo.jpg?width=128
Kojima Engineering,unknown,,,,Japan,automobile manufacturer,Kojima F1 team;Kojima Formula One team,Q172465,http://www.wikidata.org/entity/Q172465,,,,,
Komet,unknown,,,,,automobile manufacturer,,Q1759982,http://www.wikidata.org/entity/Q1759982,,,,,
Kondor,defunct,,1902,,German Reich,automobile manufacturer,,Q873232,http://www.wikidata.org/entity/Q873232,,,,,
Kondor,unknown,,,,,automobile manufacturer,,Q28109070,http://www.wikidata.org/entity/Q28109070,,,,,
Korn et Latil,unknown,,,,,automobile manufacturer,,Q120799052,http://www.wikidata.org/entity/Q120799052,,,,,
Korser,unknown,,,,France,automobile manufacturer,,Q108297162,http://www.wikidata.org/entity/Q108297162,,,,,
Krupkar Ltd.,unknown,,,,United Kingdom,automobile manufacturer,,Q16832639,http://www.wikidata.org/entity/Q16832639,,,,,
Kyote,unknown,,,,United Kingdom,automobile manufacturer,,Q22671761,http://www.wikidata.org/entity/Q22671761,,,,,
L'Ardennais,unknown,,,,France,automobile manufacturer,,Q1880593,http://www.wikidata.org/entity/Q1880593,,,,,
La Dawri,unknown,,,,,automobile manufacturer,,Q6462187,http://www.wikidata.org/entity/Q6462187,,,,,
Lad's Car,unknown,,,,United States,automobile manufacturer,,Q16944255,http://www.wikidata.org/entity/Q16944255,,,,,
Lahaussois,unknown,,,,,automobile manufacturer,,Q6473164,http://www.wikidata.org/entity/Q6473164,,,,,
Landmaschinenbau Döbeln,unknown,,,,,automobile manufacturer,,Q1803629,http://www.wikidata.org/entity/Q1803629,,,,,
Laurence-Jackson,unknown,,,,,automobile manufacturer,,Q1807960,http://www.wikidata.org/entity/Q1807960,,,,,
LDV,unknown,,,,United Kingdom,motorcycle manufacturer;automobile manufacturer,,Q1870435,http://www.wikidata.org/entity/Q1870435,,,,,
Le Pratic,unknown,,,,,automobile manufacturer,,Q6507515,http://www.wikidata.org/entity/Q6507515,,,,,
Leach,unknown,,,,,automobile manufacturer,,Q6508282,http://www.wikidata.org/entity/Q6508282,,,,,
Leata,unknown,,,,,automobile manufacturer,,Q104858485,http://www.wikidata.org/entity/Q104858485,,,,,
Leblanc,unknown,,,,,automobile manufacturer,,Q6511366,http://www.wikidata.org/entity/Q6511366,http://www.leblanc-cars.com,,,,
Lech,unknown,,,,,automobile manufacturer,,Q11753442,http://www.wikidata.org/entity/Q11753442,,,,,
Leon Paulet,unknown,,,,,automobile manufacturer,,Q6524819,http://www.wikidata.org/entity/Q6524819,,,,,
Lifan Motors Uruguay,unknown,,,,Uruguay,automobile manufacturer,,Q55518449,http://www.wikidata.org/entity/Q55518449,,,,,
Little Dude,unknown,,,,,automobile manufacturer,,Q1865609,http://www.wikidata.org/entity/Q1865609,,,,,
Little Midland,unknown,,,,,automobile manufacturer,,Q1283972,http://www.wikidata.org/entity/Q1283972,,,,,
Liverpool & Manchester Motor Manufacturing Company,unknown,,,,United Kingdom,automobile manufacturer,,Q16833186,http://www.wikidata.org/entity/Q16833186,,,,,
